innovation_id,innovator_id,role,location_match,interest_match,skill_match,suitable
9,15,Financial Analyst,0,1,1,0
9,16,Financial Analyst,0,1,1,0
9,17,Financial Analyst,0,1,1,0
9,18,Financial Analyst,0,0,1,0
9,19,Financial Analyst,1,1,0,0
9,20,Financial Analyst,0,1,2,0
10,1,Product Manager,0,1,2,0
10,2,Product Manager,0,1,1,0
10,3,Product Manager,1,1,0,0
10,4,Product Manager,0,1,1,0
10,5,Product Manager,1,2,1,1
10,6,Product Manager,0,1,0,0
10,7,Product Manager,0,2,1,0
10,8,Product Manager,0,1,1,0
10,9,Product Manager,1,2,0,0
10,10,Product Manager,0,1,1,0
10,11,Product Manager,0,1,1,0
10,12,Product Manager,1,1,1,1
10,13,Product Manager,0,1,0,0
10,14,Product Manager,0,1,0,0
10,15,Product Manager,1,0,1,0
10,16,Product Manager,0,0,1,0
10,17,Product Manager,1,1,1,1
10,18,Product Manager,0,1,1,0
10,19,Product Manager,0,0,1,0
10,20,Product Manager,0,1,1,0
10,1,Technical Lead,0,1,1,0
10,2,Technical Lead,0,1,1,0
10,3,Technical Lead,1,1,0,0
10,4,Technical Lead,0,1,0,0
10,5,Technical Lead,0,1,2,0
10,6,Technical Lead,0,1,1,0
10,7,Technical Lead,1,1,2,1
10,8,Technical Lead,0,1,0,0
10,9,Technical Lead,0,2,2,0
10,10,Technical Lead,0,0,1,0
10,11,Technical Lead,0,1,2,0
10,12,Technical Lead,0,2,0,0
10,13,Technical Lead,1,2,0,0
10,14,Technical Lead,1,2,0,0
10,15,Technical Lead,0,1,1,0
10,16,Technical Lead,0,1,0,0
10,17,Technical Lead,1,1,1,1
10,18,Technical Lead,0,1,0,0
10,19,Technical Lead,1,1,1,1
10,20,Technical Lead,1,1,0,0
10,1,UI/UX Designer,0,1,0,0
10,2,UI/UX Designer,1,1,1,1
10,3,UI/UX Designer,0,2,1,0
10,4,UI/UX Designer,0,0,0,0
10,5,UI/UX Designer,1,1,1,1
10,6,UI/UX Designer,1,1,1,1
10,7,UI/UX Designer,0,1,1,0
10,8,UI/UX Designer,1,2,1,1
10,9,UI/UX Designer,0,1,1,0
10,10,UI/UX Designer,0,1,2,0
10,11,UI/UX Designer,1,1,0,0
10,12,UI/UX Designer,1,1,2,1
10,13,UI/UX Designer,0,2,0,0
10,14,UI/UX Designer,0,1,0,0
10,15,UI/UX Designer,1,1,0,0
10,16,UI/UX Designer,0,1,0,0
10,17,UI/UX Designer,1,1,1,1
10,18,UI/UX Designer,0,1,0,0
10,19,UI/UX Designer,1,1,2,1
10,20,UI/UX Designer,1,1,0,0
10,1,Financial Analyst,0,1,1,0
10,2,Financial Analyst,0,1,1,0
10,3,Financial Analyst,0,1,0,0
10,4,Financial Analyst,0,1,0,0
10,5,Financial Analyst,0,1,0,0
10,6,Financial Analyst,0,0,0,0
10,7,Financial Analyst,1,1,2,1
10,8,Financial Analyst,0,2,1,0
10,9,Financial Analyst,1,0,1,0
10,10,Financial Analyst,0,1,0,0
10,11,Financial Analyst,0,1,1,0
10,12,Financial Analyst,0,1,1,0
10,13,Financial Analyst,1,2,1,1
10,14,Financial Analyst,1,1,0,0
10,15,Financial Analyst,1,1,0,0
10,16,Financial Analyst,0,1,1,0
10,17,Financial Analyst,0,0,1,0
10,18,Financial Analyst,0,2,2,0
10,19,Financial Analyst,0,2,1,0
10,20,Financial Analyst,0,1,1,0
